likeCount,dislikeCount,shareCount,commentCount,bookmarkCount,ratingValue,pageViews,clickEvents,scrollDepth,timeOnPage,sessionDuration,sessionCount,commentText,sentimentScore,feedbackCategory,deviceType,browserName,osName,screenResolution,networkType,ipAddress,geoLocation,locale,userTier,interestTags,ageRange,gender,funnelStage,cartItemsCount,abandonedCartFlag,abTestGroup,followerCount,followingCount,groupMemberships,mentionCount,community,like_per_comment,share_per_view,interaction_intensity,engagement_score,activity_ratio
970,66,380,254,109,3.2,425,161,42.2,502.4,3075.9,22,Not bad,-0.75,Negative,Mobile,Edge,Linux,2560x1440,WiFi,85.212.193.51,"-80.208503, -72.787109",es_ES,Premium,Fashion,25-34,Male,Awareness,13,False,Variant A,5691,4642,46,41,Gaming,3.8188976377952755,0.8941176470588236,795,563.6999999999999,0.16333430865762866
531,15,14,222,28,3.3,197,23,27.3,321.8,1423.4,41,Could be better,-0.32,Positive,Mobile,Chrome,Linux,1280x720,Ethernet,80.63.157.193,"89.697613, -57.738040",en_US,Premium,Travel,55+,Male,Decision,8,False,Variant B,1637,555,25,8,News,2.391891891891892,0.07106598984771574,259,263.8,0.22607840382183503
108,87,67,160,137,3.1,567,190,57.0,273.1,2742.8,12,Awesome!,-0.53,Neutral,Tablet,Opera,Android,1440x900,WiFi,100.146.183.157,"-0.963363, -75.709257",en_GB,Free,Travel,55+,Female,Consideration,0,True,Variant B,2648,3,21,47,News,0.675,0.11816578483245149,417,109.0,0.09956978270380633
582,59,284,290,156,1.8,198,148,20.8,50.4,2991.3,1,Awesome!,0.44,Negative,Tablet,Safari,Android,1440x900,5G,7.165.38.90,"-23.104358, -159.350310",es_ES,Premium,Food,55+,Male,Decision,2,False,Variant A,3215,4473,39,3,News,2.0068965517241377,1.4343434343434343,722,391.6,0.016848861698926885
928,12,257,10,175,1.9,665,157,47.1,392.8,824.4,47,Awesome!,0.57,Positive,Tablet,Chrome,Windows,1920x1080,WiFi,55.219.220.178,"70.661757, 145.018566",en_US,Premium,Tech,55+,Female,Awareness,10,True,Variant A,2570,2573,28,39,Tech,92.8,0.38646616541353385,424,467.80000000000007,0.47646773410965554
919,17,172,206,169,1.3,339,181,52.3,363.6,684.4,24,Great!,-0.33,Positive,Mobile,Opera,Android,1440x900,WiFi,34.186.243.2,"13.316361, 153.831980",es_ES,Enterprise,Fitness,55+,Female,Decision,0,False,Control,784,4584,15,21,Sports,4.461165048543689,0.5073746312684366,559,477.3,0.5312682641729983
908,80,428,180,83,4.9,104,66,66.9,404.7,3032.7,5,Great!,0.0,Positive,Tablet,Chrome,Linux,2560x1440,4G,230.110.125.13,"-3.799353, -107.182740",es_ES,Premium,Fitness,45-54,Other,Awareness,19,True,Control,4486,74,27,22,Sports,5.044444444444444,4.115384615384615,674,535.9,0.13344544465327926
430,93,105,173,109,4.7,457,164,28.6,322.7,906.2,41,Not bad,0.64,Negative,Desktop,Chrome,Linux,1280x720,Ethernet,198.51.6.62,"3.768424, 40.136486",fr_FR,Premium,Food,18-24,Female,Decision,15,True,Variant B,1377,2692,23,57,News,2.485549132947977,0.22975929978118162,442,249.0,0.35610240564996687
310,58,236,42,175,2.8,702,165,45.1,269.5,2324.1,30,Could be better,-0.65,Positive,Tablet,Edge,MacOS,1920x1080,4G,110.86.67.213,"23.245476, -55.132674",en_GB,Enterprise,Fashion,45-54,Male,Decision,3,True,Variant B,9101,1590,8,93,Gaming,7.380952380952381,0.33618233618233617,443,220.70000000000002,0.11595886579751302
905,74,238,233,14,4.1,75,149,88.4,267.0,390.4,14,Could be better,-0.84,Neutral,Desktop,Edge,Windows,2560x1440,4G,56.197.228.62,"-31.992432, 109.980258",en_GB,Enterprise,Food,25-34,Other,Awareness,7,True,Variant B,5572,983,17,97,News,3.88412017167382,3.1733333333333333,620,481.4,0.6839139344262295
291,1,410,13,151,2.4,185,148,89.4,221.7,3582.7,32,Needs improvement,0.87,Positive,Tablet,Chrome,Android,1280x720,5G,130.77.182.179,"-14.201796, 142.471189",de_DE,Enterprise,Food,55+,Female,Decision,16,True,Variant B,5679,3071,19,85,News,22.384615384615383,2.2162162162162162,571,257.1,0.0618807044966087
547,80,210,9,47,1.3,711,25,26.7,290.8,1960.8,8,Could be better,-0.7,Positive,Desktop,Firefox,Linux,1920x1080,5G,53.73.40.240,"-31.988247, 129.942558",fr_FR,Enterprise,Fitness,25-34,Other,Consideration,17,True,Variant A,969,3729,3,6,Sports,60.77777777777778,0.29535864978902954,244,288.3,0.14830681354549163
686,14,233,26,50,4.5,281,149,85.7,84.8,1998.7,28,Needs improvement,0.65,Negative,Desktop,Chrome,Android,1920x1080,5G,11.221.35.21,"58.162034, -168.576318",es_ES,Premium,Fitness,18-24,Other,Decision,15,False,Variant B,5640,4383,9,61,Sports,26.384615384615383,0.8291814946619217,408,354.5,0.042427577925651674
599,27,278,81,16,5.0,255,52,52.4,177.2,2506.8,17,Could be better,-0.45,Neutral,Tablet,Chrome,Windows,1366x768,WiFi,6.97.191.135,"81.261919, -0.603617",de_DE,Free,Travel,55+,Other,Awareness,10,False,Variant B,7335,3361,14,93,News,7.395061728395062,1.0901960784313725,411,340.8,0.070687729376097
470,86,394,258,12,1.0,983,82,65.9,10.0,2442.9,8,Needs improvement,-0.8,Negative,Tablet,Firefox,iOS,1440x900,Ethernet,215.139.17.246,"63.470214, -134.849222",en_US,Free,Food,45-54,Male,Awareness,10,True,Variant A,33,3002,44,66,News,1.821705426356589,0.4008138351983723,734,359.0,0.004093495435752589
17,72,300,152,67,2.5,436,21,37.5,312.2,958.2,11,Great!,0.4,Negative,Tablet,Safari,iOS,2560x1440,Ethernet,190.55.128.210,"-44.230240, -9.520890",es_ES,Free,Tech,35-44,Male,Decision,19,True,Control,1750,2957,48,34,Tech,0.1118421052631579,0.6880733944954128,473,133.9,0.3258192444166145
787,18,158,12,111,4.5,46,193,24.2,531.7,2878.9,8,Needs improvement,-0.71,Positive,Mobile,Edge,iOS,1920x1080,WiFi,250.72.93.57,"60.289129, 134.846744",es_ES,Enterprise,Fashion,18-24,Other,Decision,4,True,Variant A,5290,2682,43,15,Gaming,65.58333333333333,3.4347826086956523,363,375.7,0.18468859633887943
16,19,304,156,173,1.0,332,150,86.2,442.4,1926.5,46,Great!,0.84,Negative,Tablet,Chrome,MacOS,1366x768,4G,196.174.194.190,"37.344930, -164.772671",de_DE,Enterprise,Fitness,35-44,Other,Awareness,6,True,Variant B,9276,4884,0,78,Sports,0.10256410256410256,0.9156626506024096,610,146.10000000000002,0.22963924214897483
253,69,106,124,180,4.1,443,89,51.6,66.2,1293.9,6,Could be better,0.82,Negative,Desktop,Edge,Windows,1280x720,WiFi,170.59.191.124,"35.643466, 39.752471",de_DE,Enterprise,Travel,25-34,Female,Awareness,0,False,Control,3712,657,18,5,News,2.0403225806451615,0.23927765237020315,319,175.8,0.05116315016616431
980,47,209,179,80,1.2,473,187,82.5,164.4,1047.7,33,Could be better,-0.69,Neutral,Desktop,Safari,MacOS,1920x1080,Ethernet,46.147.36.154,"-44.080835, -179.876153",es_ES,Free,Tech,35-44,Male,Awareness,12,False,Control,5422,3141,1,43,Tech,5.4748603351955305,0.4418604651162791,575,498.5,0.15691514746587765
576,41,401,296,171,4.3,535,108,10.3,267.1,2152.9,34,Needs improvement,0.09,Negative,Mobile,Chrome,Linux,1280x720,WiFi,239.155.94.212,"44.726844, -119.796331",en_GB,Enterprise,Food,55+,Other,Consideration,12,False,Control,3023,4480,43,92,News,1.945945945945946,0.7495327102803738,805,427.0,0.12406521436202332
7,9,424,275,112,4.1,898,69,98.1,211.0,935.4,49,Not bad,-0.55,Neutral,Desktop,Opera,Windows,1920x1080,WiFi,169.170.118.166,"80.162390, -94.033829",en_GB,Enterprise,Tech,18-24,Female,Consideration,2,False,Control,7808,3408,7,14,Tech,0.025454545454545455,0.47216035634743875,768,196.2,0.22557194782980544
702,61,250,54,124,1.5,888,100,90.8,414.1,606.1,21,Could be better,0.21,Neutral,Tablet,Safari,Windows,1440x900,WiFi,28.42.106.47,"84.151698, 136.725855",en_US,Premium,Travel,35-44,Female,Decision,13,True,Control,2404,4729,40,4,News,13.0,0.28153153153153154,404,379.0,0.683220590661607
249,94,103,94,156,3.2,51,180,18.9,44.5,422.0,40,Awesome!,0.8,Neutral,Mobile,Chrome,MacOS,1920x1080,WiFi,58.126.49.78,"47.930103, 98.223376",en_GB,Enterprise,Tech,45-54,Female,Decision,14,False,Variant A,9771,2896,30,94,Tech,2.648936170212766,2.019607843137255,377,164.9,0.10545023696682465
85,82,364,1,173,4.9,925,154,85.4,123.9,1145.6,25,Needs improvement,-0.44,Neutral,Mobile,Firefox,Linux,1920x1080,Ethernet,148.97.253.158,"-25.886545, 177.052544",es_ES,Premium,Travel,25-34,Other,Consideration,18,True,Variant B,2160,1913,43,71,News,85.0,0.3935135135135135,519,160.7,0.10815293296089387
170,47,173,59,88,1.5,353,115,65.3,461.8,995.6,47,Needs improvement,0.47,Neutral,Desktop,Chrome,Android,1920x1080,4G,15.246.196.95,"-73.729868, -66.141383",en_GB,Premium,Food,18-24,Male,Consideration,10,True,Control,5262,1798,35,72,News,2.8813559322033897,0.49008498583569404,347,140.50000000000003,0.46384089995982325
743,46,335,35,160,2.1,343,13,45.2,583.3,1065.1,35,Awesome!,0.86,Negative,Mobile,Safari,Windows,1440x900,5G,31.83.13.23,"10.744375, -133.801782",en_GB,Free,Tech,18-24,Female,Consideration,18,True,Variant A,1413,1869,12,48,Tech,21.228571428571428,0.9766763848396501,383,420.7,0.5476481081588583
953,52,388,70,22,2.0,563,65,58.7,134.8,623.6,1,Could be better,-0.94,Negative,Mobile,Chrome,iOS,1366x768,5G,171.6.198.152,"-11.237480, -83.244149",fr_FR,Premium,Food,55+,Female,Decision,2,False,Variant B,3585,4949,29,35,News,13.614285714285714,0.6891651865008881,523,513.8000000000001,0.2161642078255292
336,15,338,92,133,4.3,88,176,88.1,534.6,501.3,29,Not bad,0.99,Positive,Mobile,Safari,Linux,1440x900,4G,180.42.80.9,"22.093863, -57.793843",es_ES,Free,Tech,25-34,Other,Decision,14,True,Variant A,9095,3709,18,27,Tech,3.652173913043478,3.840909090909091,606,267.5,1.066427289048474
241,0,289,92,132,2.0,709,199,46.0,54.2,2520.6,26,Great!,-0.77,Neutral,Tablet,Safari,Linux,1440x900,Ethernet,198.232.20.186,"-59.714130, 74.124815",fr_FR,Free,Travel,25-34,Male,Consideration,7,True,Control,5868,4052,7,64,News,2.619565217391304,0.4076163610719323,580,214.70000000000002,0.02150281678965326
988,7,101,129,89,4.5,105,38,26.0,200.3,1097.7,34,Great!,-0.57,Neutral,Desktop,Safari,iOS,1920x1080,Ethernet,188.167.129.7,"-87.793011, -47.828392",de_DE,Premium,Fitness,18-24,Female,Decision,19,True,Variant B,8209,303,44,56,Sports,7.658914728682171,0.9619047619047619,268,460.20000000000005,0.18247244237952082
881,49,485,98,157,4.3,421,102,24.2,411.0,3070.4,33,Needs improvement,0.13,Positive,Mobile,Firefox,Android,2560x1440,4G,226.241.180.213,"22.764338, 147.193709",en_GB,Premium,Fashion,55+,Other,Consideration,17,False,Variant B,4398,4683,29,14,Gaming,8.989795918367347,1.152019002375297,685,533.2,0.13385878061490358
463,79,162,29,156,1.5,249,191,27.7,367.7,1837.6,11,Not bad,0.76,Negative,Desktop,Safari,iOS,1440x900,Ethernet,0.243.22.103,"53.418943, -153.770739",fr_FR,Enterprise,Tech,25-34,Male,Decision,4,False,Variant A,4580,2701,25,85,Tech,15.96551724137931,0.6506024096385542,382,255.20000000000002,0.20009795385285156
482,74,297,123,102,2.4,23,2,96.4,470.3,2617.4,47,Great!,0.25,Neutral,Mobile,Chrome,MacOS,1440x900,5G,64.180.34.128,"22.374295, -58.418108",en_GB,Free,Travel,55+,Female,Decision,1,True,Variant B,4238,3190,34,12,News,3.9186991869918697,12.91304347826087,422,316.7,0.17968212730190264
321,74,360,187,20,1.8,188,93,68.4,120.0,2821.2,49,Not bad,0.0,Negative,Tablet,Safari,iOS,2560x1440,4G,191.215.177.253,"-64.455525, 70.237662",en_US,Premium,Fitness,35-44,Male,Decision,16,False,Variant B,8538,797,9,43,Sports,1.7165775401069518,1.9148936170212767,640,275.8,0.04253509145044662
997,4,477,173,3,4.8,955,22,46.5,173.1,2090.1,8,Not bad,-0.49,Negative,Mobile,Opera,Android,1366x768,WiFi,51.9.181.117,"42.192961, -123.345211",fr_FR,Premium,Fitness,35-44,Male,Awareness,7,True,Control,8086,4378,23,67,Sports,5.763005780346821,0.49947643979057593,672,576.8,0.08281900387541266
888,19,120,236,70,1.6,512,161,31.2,368.5,1142.4,44,Could be better,0.29,Negative,Tablet,Firefox,Android,1920x1080,5G,166.56.104.90,"5.078776, 125.838174",de_DE,Free,Fashion,35-44,Male,Decision,18,True,Control,4323,2157,21,45,Gaming,3.76271186440678,0.234375,517,445.40000000000003,0.3225665266106442
287,33,342,79,116,1.7,535,12,83.1,288.3,916.3,37,Awesome!,0.33,Negative,Desktop,Edge,Android,1280x720,WiFi,161.15.106.122,"34.151754, -104.100641",de_DE,Premium,Fashion,55+,Female,Decision,12,False,Variant A,6852,3662,14,97,Gaming,3.632911392405063,0.6392523364485981,433,244.8,0.31463494488704574
6,16,380,182,71,2.2,284,120,94.1,80.8,2617.4,7,Could be better,-0.93,Positive,Tablet,Safari,Windows,1920x1080,4G,241.164.137.103,"51.396559, -129.899236",en_GB,Enterprise,Tech,25-34,Female,Awareness,15,False,Variant B,853,4015,34,45,Tech,0.03296703296703297,1.3380281690140845,682,159.9,0.030870329334454036
489,58,116,293,86,4.9,180,168,79.5,183.0,1693.2,42,Needs improvement,0.44,Negative,Mobile,Firefox,iOS,1440x900,5G,220.254.247.245,"-62.399115, -134.682026",es_ES,Premium,Tech,18-24,Female,Consideration,13,False,Control,2913,1446,47,24,Tech,1.6689419795221843,0.6444444444444445,577,297.6000000000001,0.10807937632884479
108,85,412,233,132,2.6,465,64,97.4,53.8,657.2,18,Awesome!,-0.69,Neutral,Mobile,Opera,iOS,1440x900,5G,71.109.248.157,"-86.118376, -26.296617",en_US,Enterprise,Tech,35-44,Other,Awareness,17,True,Variant B,1819,2637,9,93,Tech,0.463519313304721,0.886021505376344,709,226.6,0.0818624467437614
314,96,267,99,83,3.0,531,31,58.6,135.9,1819.4,19,Not bad,-0.9,Positive,Mobile,Safari,Windows,1280x720,WiFi,245.165.219.8,"-31.262903, 117.419128",en_US,Enterprise,Tech,18-24,Female,Decision,10,True,Control,4285,2361,0,84,Tech,3.1717171717171717,0.5028248587570622,397,233.8,0.07469495438056502
601,4,7,86,47,2.8,868,157,44.2,423.2,1385.6,31,Could be better,0.08,Neutral,Tablet,Firefox,Android,1440x900,WiFi,200.68.170.13,"-19.937840, 171.435626",fr_FR,Free,Fashion,18-24,Male,Decision,7,True,Control,1470,473,39,65,Gaming,6.988372093023256,0.008064516129032258,250,264.4,0.3054272517321016
553,78,350,130,0,1.7,601,52,64.4,132.0,2239.0,12,Awesome!,-0.79,Negative,Desktop,Opera,iOS,2560x1440,Ethernet,167.121.150.125,"26.761713, -145.512040",de_DE,Free,Travel,25-34,Male,Awareness,11,False,Variant B,3837,3698,17,97,News,4.253846153846154,0.5823627287853578,532,352.20000000000005,0.05895489057615007
951,54,273,265,43,2.9,296,108,33.5,315.2,905.8,30,Could be better,-0.26,Positive,Tablet,Edge,Windows,1366x768,5G,73.7.227.255,"57.024281, 91.569674",fr_FR,Enterprise,Tech,45-54,Other,Decision,3,True,Variant A,1300,936,40,35,Tech,3.5886792452830187,0.9222972972972973,646,519.5999999999999,0.3479796864650033
726,22,309,288,82,1.4,525,142,81.3,448.9,2770.1,29,Needs improvement,0.81,Positive,Tablet,Opera,MacOS,1920x1080,4G,222.210.24.116,"-53.032598, 150.334210",en_US,Premium,Travel,45-54,Female,Awareness,7,False,Variant B,8426,1309,45,39,News,2.5208333333333335,0.5885714285714285,739,448.90000000000003,0.16205191148333994
535,11,474,41,53,2.7,217,146,51.3,428.9,3104.5,12,Needs improvement,0.87,Negative,Mobile,Edge,Android,1920x1080,WiFi,178.186.147.246,"22.323597, -23.149420",fr_FR,Premium,Fashion,25-34,Other,Consideration,4,True,Variant B,4477,1531,1,22,Gaming,13.048780487804878,2.184331797235023,661,369.7,0.13815429215654695
437,82,234,263,109,1.0,88,43,62.1,221.4,2369.6,6,Awesome!,-0.98,Neutral,Desktop,Edge,Windows,1440x900,5G,173.212.196.191,"-54.681955, 24.958674",en_US,Enterprise,Food,35-44,Male,Decision,1,True,Control,2316,636,10,46,News,1.661596958174905,2.659090909090909,540,308.5,0.09343349088453748
614,40,432,278,160,3.4,124,113,83.9,307.1,1358.9,18,Awesome!,-0.54,Negative,Desktop,Opera,Android,1280x720,WiFi,164.246.188.44,"77.726958, 66.062039",fr_FR,Premium,Food,25-34,Male,Decision,2,True,Variant B,2108,906,7,29,News,2.20863309352518,3.4838709677419355,823,446.80000000000007,0.2259916108617264
11,60,392,57,196,1.5,897,193,81.6,118.7,1740.0,41,Needs improvement,-0.94,Positive,Desktop,Opera,Android,1440x900,5G,59.45.109.200,"-35.331002, 0.369113",en_US,Free,Fitness,45-54,Male,Decision,11,False,Variant A,3035,4693,24,32,Sports,0.19298245614035087,0.43701226309921964,642,153.0,0.0682183908045977
376,49,324,195,172,4.2,104,140,85.8,426.5,1794.6,10,Needs improvement,-0.24,Negative,Tablet,Edge,iOS,1366x768,Ethernet,244.134.120.83,"-15.994080, -114.012337",de_DE,Free,Travel,45-54,Female,Awareness,15,True,Variant B,4690,3240,11,17,News,1.9282051282051282,3.1153846153846154,659,303.8,0.23765741669452803
234,52,209,22,1,1.9,150,184,41.9,159.8,391.1,25,Awesome!,-0.78,Negative,Tablet,Opera,Windows,1366x768,5G,192.60.71.242,"-64.855571, -175.484862",en_GB,Enterprise,Fashion,45-54,Other,Consideration,6,False,Variant B,5698,4901,3,18,Gaming,10.636363636363637,1.3933333333333333,415,160.8,0.4085911531577602
319,93,389,238,39,1.1,688,31,64.7,11.2,835.1,22,Not bad,-0.74,Negative,Desktop,Opera,MacOS,1280x720,4G,251.224.25.173,"-37.657413, -168.243459",fr_FR,Premium,Fitness,35-44,Female,Decision,13,True,Variant A,9410,240,30,70,Sports,1.3403361344537814,0.565406976744186,658,295.8,0.013411567476948867
868,37,488,144,69,2.7,328,166,10.1,549.9,3223.2,34,Could be better,0.45,Positive,Desktop,Edge,iOS,1440x900,Ethernet,28.52.143.227,"36.698361, 15.337301",de_DE,Enterprise,Fitness,18-24,Male,Decision,7,True,Control,2092,3177,36,21,Sports,6.027777777777778,1.4878048780487805,798,529.3,0.17060685033507075
715,20,398,215,93,2.8,985,190,94.1,196.0,3142.2,28,Great!,-0.19,Neutral,Mobile,Edge,iOS,1920x1080,Ethernet,192.75.172.8,"20.862206, -43.592669",es_ES,Enterprise,Tech,18-24,Female,Consideration,16,False,Variant A,2802,1820,5,45,Tech,3.3255813953488373,0.4040609137055838,803,457.7,0.06237667876010439
375,47,222,245,92,3.4,912,12,72.0,315.8,2520.8,48,Needs improvement,-0.74,Neutral,Desktop,Opera,Windows,1280x720,4G,246.116.194.176,"27.495627, -142.847679",de_DE,Free,Food,55+,Female,Consideration,8,False,Control,3616,914,42,33,News,1.530612244897959,0.24342105263157895,479,274.8,0.12527768962234212
838,92,364,44,135,2.7,411,47,78.0,315.1,3479.7,25,Needs improvement,0.51,Negative,Desktop,Edge,Linux,2560x1440,5G,162.188.25.38,"-1.742438, 135.518040",de_DE,Enterprise,Fashion,55+,Female,Awareness,18,False,Variant A,2247,1717,32,16,Gaming,19.045454545454547,0.8856447688564477,455,466.70000000000005,0.0905537833721298
539,13,84,161,27,1.3,419,126,10.3,142.3,2379.7,47,Not bad,-0.5,Neutral,Tablet,Opera,Windows,1366x768,Ethernet,214.166.129.210,"-84.730432, 4.056550",es_ES,Premium,Fitness,35-44,Other,Awareness,7,False,Variant B,7621,1074,49,76,Sports,3.347826086956522,0.20047732696897375,371,275.7,0.05979745346052024
882,9,142,105,130,3.6,615,183,62.6,181.2,977.9,14,Awesome!,-0.49,Negative,Desktop,Safari,Linux,1920x1080,4G,242.204.187.112,"-9.019616, 20.322162",en_GB,Enterprise,Tech,25-34,Male,Decision,2,False,Variant B,9830,2092,7,69,Tech,8.4,0.23089430894308943,430,429.40000000000003,0.18529501994068923
763,34,195,258,115,2.6,102,54,66.2,196.8,1318.8,10,Could be better,-0.12,Positive,Desktop,Safari,MacOS,1440x900,Ethernet,157.88.183.182,"-85.623656, -56.178077",es_ES,Free,Tech,25-34,Other,Awareness,12,True,Control,8395,3682,47,68,Tech,2.9573643410852712,1.911764705882353,507,426.8,0.14922656960873523
319,32,114,247,80,4.6,816,79,83.2,24.3,472.2,5,Could be better,0.45,Neutral,Desktop,Chrome,Android,1366x768,Ethernet,131.26.44.193,"78.454224, 52.190612",es_ES,Enterprise,Fitness,45-54,Other,Consideration,14,True,Variant B,899,3524,48,7,Sports,1.291497975708502,0.13970588235294118,440,219.20000000000002,0.05146124523506989
936,73,209,153,18,2.1,421,165,50.2,140.4,1993.6,2,Not bad,-0.93,Positive,Desktop,Edge,iOS,1366x768,WiFi,53.124.91.44,"11.827422, 91.516725",es_ES,Enterprise,Travel,45-54,Female,Decision,3,True,Variant A,4087,366,41,62,News,6.117647058823529,0.49643705463182897,527,469.50000000000006,0.07042536115569824
319,19,388,106,104,2.4,499,17,25.1,433.1,1823.9,41,Great!,-0.4,Neutral,Tablet,Safari,MacOS,1366x768,5G,181.225.11.127,"-32.062681, -58.343064",de_DE,Enterprise,Fitness,55+,Other,Consideration,15,False,Variant A,6772,3299,32,43,Sports,3.009433962264151,0.7775551102204409,511,275.59999999999997,0.23745819397993312
355,76,196,286,172,3.0,514,79,39.8,21.1,1721.5,3,Not bad,-0.44,Negative,Desktop,Safari,Linux,1440x900,4G,55.43.207.121,"-67.620331, 158.944046",fr_FR,Enterprise,Tech,35-44,Male,Decision,18,True,Variant B,8329,194,38,39,Tech,1.2412587412587412,0.38132295719844356,561,275.2,0.012256752831832704
134,75,154,221,31,4.2,452,74,93.3,271.0,1672.3,38,Awesome!,-0.78,Neutral,Mobile,Opera,Windows,1366x768,4G,203.112.135.54,"-0.985815, -115.322985",fr_FR,Free,Fashion,45-54,Male,Decision,3,True,Variant A,4149,837,44,36,Gaming,0.6063348416289592,0.3407079646017699,449,147.1,0.1620522633498774
666,5,28,299,176,3.2,300,101,24.6,300.7,614.0,7,Great!,0.15,Positive,Tablet,Opera,MacOS,2560x1440,WiFi,7.123.179.181,"30.646362, -126.511526",en_GB,Free,Food,25-34,Female,Decision,2,False,Control,5155,1146,5,86,News,2.2274247491638794,0.09333333333333334,428,352.20000000000005,0.4897394136807817
887,32,43,223,115,3.9,529,94,70.5,583.6,355.7,33,Great!,0.09,Negative,Desktop,Safari,Android,1280x720,WiFi,132.114.178.111,"-38.295673, -154.308843",en_US,Free,Fitness,25-34,Male,Awareness,14,True,Variant A,5098,4239,41,92,Sports,3.977578475336323,0.08128544423440454,360,423.8,1.6407084621872365
530,31,389,73,36,1.2,897,24,55.4,566.8,2429.0,14,Could be better,0.04,Positive,Desktop,Firefox,Android,1920x1080,WiFi,157.39.116.121,"-36.328844, -113.292735",fr_FR,Premium,Food,18-24,Other,Awareness,7,True,Variant B,7374,4405,27,9,News,7.260273972602739,0.4336677814938685,486,346.90000000000003,0.23334705640181141
72,48,434,61,163,1.8,790,137,69.5,80.1,1974.8,15,Could be better,0.44,Neutral,Desktop,Safari,Windows,1280x720,WiFi,136.138.8.200,"88.805840, -127.784714",de_DE,Enterprise,Travel,35-44,Female,Awareness,12,False,Variant A,6782,3315,3,75,News,1.180327868852459,0.549367088607595,632,187.5,0.04056106947538991
480,57,39,70,37,3.5,539,194,89.3,406.7,692.6,22,Could be better,0.8,Negative,Desktop,Chrome,Linux,1440x900,WiFi,59.115.248.89,"-1.533785, 178.505754",en_US,Free,Fashion,35-44,Male,Decision,8,False,Variant B,8766,1871,1,29,Gaming,6.857142857142857,0.07235621521335807,303,221.39999999999998,0.5872076234478776
51,16,146,52,59,1.5,191,43,10.3,216.1,3399.5,24,Great!,-0.81,Positive,Tablet,Safari,Android,1366x768,5G,74.3.232.195,"2.375586, 48.099792",fr_FR,Premium,Tech,25-34,Other,Awareness,17,True,Variant A,4449,4867,9,84,Tech,0.9807692307692307,0.7643979057591623,241,80.50000000000001,0.06356817178996911
601,70,489,117,90,3.6,337,123,28.0,396.2,397.6,46,Needs improvement,0.17,Neutral,Tablet,Edge,iOS,2560x1440,WiFi,111.222.142.95,"-48.950936, 95.979346",es_ES,Premium,Food,25-34,Male,Decision,7,True,Variant A,1766,1175,27,58,News,5.136752136752137,1.4510385756676558,729,419.5,0.9964788732394365
87,89,314,91,124,1.9,936,92,71.2,170.2,2212.3,17,Could be better,-0.74,Neutral,Tablet,Edge,iOS,1440x900,Ethernet,13.34.98.98,"43.986894, -17.337109",es_ES,Enterprise,Fashion,25-34,Female,Awareness,18,False,Variant B,3728,64,4,93,Gaming,0.9560439560439561,0.33547008547008544,497,159.6,0.07693350811372779
839,11,73,43,21,2.6,711,10,65.5,65.5,2522.8,24,Not bad,-0.54,Neutral,Desktop,Opera,Windows,2560x1440,Ethernet,239.114.153.219,"32.003819, -133.970821",de_DE,Free,Fitness,18-24,Other,Awareness,2,True,Variant A,1392,3943,28,49,Sports,19.511627906976745,0.10267229254571027,126,368.20000000000005,0.02596321547486919
290,38,143,122,160,2.8,785,52,77.2,445.3,1259.4,28,Could be better,-0.8,Neutral,Desktop,Edge,Linux,1280x720,Ethernet,155.86.20.87,"-48.401666, -131.948468",es_ES,Enterprise,Fashion,45-54,Male,Consideration,18,False,Control,4943,4493,20,31,Gaming,2.377049180327869,0.1821656050955414,317,199.3,0.35358107035096076
815,20,194,52,68,4.1,820,182,79.1,586.6,1763.3,46,Needs improvement,-0.67,Neutral,Tablet,Opera,Windows,1280x720,4G,212.119.154.64,"-42.665370, 30.185457",es_ES,Free,Travel,25-34,Male,Consideration,9,True,Variant A,7061,4655,45,68,News,15.673076923076923,0.23658536585365852,428,401.4,0.33267169511711
839,58,478,132,175,2.5,833,162,17.6,449.6,1582.8,29,Great!,0.28,Positive,Desktop,Safari,iOS,2560x1440,Ethernet,176.106.57.78,"58.015060, 79.895304",es_ES,Free,Tech,55+,Other,Consideration,2,False,Variant A,8033,4616,26,37,Tech,6.356060606060606,0.5738295318127251,772,522.9,0.28405357594136976
844,28,182,196,125,4.0,73,17,95.6,321.3,2557.5,5,Needs improvement,0.88,Positive,Desktop,Chrome,Android,1366x768,Ethernet,167.76.122.196,"66.903621, -149.095889",en_US,Enterprise,Tech,18-24,Other,Awareness,2,False,Variant A,4345,587,28,30,Tech,4.3061224489795915,2.493150684931507,395,443.90000000000003,0.12563049853372435
778,85,54,264,130,4.0,262,150,57.5,105.7,701.3,37,Great!,-0.69,Positive,Mobile,Safari,Windows,1366x768,WiFi,98.139.220.81,"25.641142, 90.612462",es_ES,Free,Fashion,35-44,Other,Awareness,4,False,Variant A,9223,4260,8,64,Gaming,2.946969696969697,0.20610687022900764,468,393.20000000000005,0.15072009125909028
315,49,483,47,29,2.2,997,193,11.1,102.6,837.5,4,Could be better,0.44,Neutral,Desktop,Edge,Linux,1280x720,5G,5.152.230.117,"-16.716455, -103.121981",en_US,Free,Tech,55+,Other,Consideration,0,False,Variant A,33,3670,9,92,Tech,6.702127659574468,0.4844533600802407,723,283.19999999999993,0.12250746268656716
